ppo_timesteps,condition,n_seeds,annual_return_mean,annual_return_std,sharpe_mean,sharpe_std,max_drawdown_mean,max_drawdown_std,annualized_turnover_mean,annualized_turnover_std,total_cost_mean,total_cost_std,condition_elapsed_seconds_mean,condition_elapsed_seconds_std,train_explained_variance_mean,train_explained_variance_std
5000,ANN signal,3,0.15263756544452559,0.040994319433933245,0.7348263406262454,0.11525146519852679,-0.27553074995798765,0.02320058223462393,0.2731871725602964,0.04346337736000155,1429.6546332253602,216.80088753404095,37.06975303357467,30.296479185876176,0.2587635318438212,0.06708907435256652
5000,Base FinRL,3,0.11479827427739435,0.038946344126145636,0.558953240740982,0.10743709008324936,-0.4046056894093146,0.112123675008338,0.26429296316135903,0.08856125744788734,1375.3842222949686,483.2501279054797,18.046696066545945,1.0387077413209276,0.13738616307576498,0.5443081111397933
5000,QINN-MPS signal,3,0.1414272620049191,0.030889891965292682,0.6936145897604241,0.0858913855950208,-0.26793850371701716,0.07900202393092717,0.24140065816052103,0.013107784890742793,1253.612412970703,48.42112775377973,36.534922799871616,29.953110212744193,0.22692290941874185,0.26104094996775823
10000,ANN signal,3,0.1303959326408527,0.034728019828116054,0.6182266368697845,0.20639716290523852,-0.44948271285747693,0.1638515793671241,0.2871418523791362,0.060285319276055814,1555.1774331672984,435.262087706336,34.244575633356966,1.860486433870569,0.6329666574796041,0.07782274436920365
10000,Base FinRL,3,0.13051637993098547,0.020659061052595865,0.579634007564482,0.04957487648508595,-0.47997168641743987,0.06437692148505665,0.2551695160177454,0.049303161254054956,1343.614646733203,293.70420594256507,57.63102896666775,22.80174130115437,0.5014403065045675,0.21662147862407666
10000,QINN-MPS signal,3,0.14503755943108051,0.048985600046337965,0.6422162046108683,0.19999533230128042,-0.4572172732244956,0.1974070348173479,0.23222162123236137,0.030044439968117856,1212.8771945323172,191.72738003674738,44.13067203356574,9.233894150488744,0.6234424908955892,0.07072951408949699
20000,ANN signal,3,0.14671720640951974,0.01870784504471353,0.7085674947250955,0.10536306626643151,-0.3160082327386977,0.08300065981833256,0.27121381568923314,0.0515792393259671,1417.085524147351,307.3730527851232,279.14809043332934,196.32146508671764,0.7728426456451416,0.18243911038935604
20000,Base FinRL,3,0.16185773195135764,0.04066034129801922,0.6833884056015783,0.17854159549033669,-0.4933100884842172,0.14228173815802975,0.26486977636851267,0.04850584194258603,1396.002137886524,287.0060557578574,146.66531823342666,106.18218083711653,0.7522860169410706,0.06343554084186835
20000,QINN-MPS signal,3,0.166105546558727,0.041787281146916426,0.6819360144502652,0.10521155069367698,-0.4454868405938066,0.07039105576270158,0.3130830864157415,0.11833611194238902,1771.5107186677471,898.1332818143505,94.49656979988019,24.680216000642407,0.8357893228530884,0.10087815095214964
