annualized_mean_return_difference_mps_minus_ann,bootstrap_95pct_lower,bootstrap_95pct_upper,bootstrap_probability_mps_gt_ann,block_length_days,bootstrap_samples
0.04053676581725203,-0.023604397796982847,0.11125969137549367,0.885,20,2000
