condition,year,metric,n_seeds,mean,standard_deviation,ci95_lower,ci95_upper,minimum,maximum
ANN signal,2021,period_return,10,0.21753134297019186,0.10256688729791674,0.14416450931411934,0.2908981766262644,0.06202704124107239,0.3818326501700047
ANN signal,2021,sharpe,10,1.4324398097627125,0.6561134508159895,0.9631171299614885,1.9017624895639365,0.5604849643717645,2.459936624940106
ANN signal,2021,max_drawdown,10,-0.07870671128922367,0.025849310563440704,-0.09719690942425699,-0.06021651315419036,-0.11273197351746866,-0.037002457029537195
ANN signal,2021,annualized_turnover,10,1.14180570440042,0.1925848401575824,1.0040483803287392,1.2795630284721007,1.0061410593500977,1.6579650506291632
ANN signal,2021,total_cost,10,1157.0191409953118,211.7812015751559,1005.5305212586454,1308.5077607319781,1012.4702249259949,1726.0219626646042
ANN signal,2022,period_return,10,-0.22948557970900813,0.140177457817531,-0.32975552550699083,-0.1292156339110254,-0.438745318899988,-0.011219512360274297
ANN signal,2022,sharpe,10,-0.6368860422483376,0.3837056559193071,-0.9113534631905131,-0.362418621306162,-0.9909045315427899,0.06067843504549059
ANN signal,2022,max_drawdown,10,-0.3456308672002274,0.13901894151674354,-0.4450721179391426,-0.2461896164613122,-0.5773766951630805,-0.1607813922365422
ANN signal,2022,annualized_turnover,10,0.20715078706704157,0.20985451933341875,0.05704033702296868,0.35726123711111446,0.0,0.6093147110344941
ANN signal,2022,total_cost,10,204.8634374220848,226.47041036589266,42.86752077624149,366.85935406792805,0.0,662.7467677059174
Base FinRL,2021,period_return,10,0.30177389394426407,0.16464892252619653,0.18399933308093186,0.4195484548075963,0.12217476388190884,0.5862875816533992
Base FinRL,2021,sharpe,10,1.7744290651663133,0.8327622966592778,1.178748192872833,2.3701099374597936,0.7559422163101811,2.9649865142331553
Base FinRL,2021,max_drawdown,10,-0.08134238598048106,0.022846214857870948,-0.09768444811482015,-0.06500032384614197,-0.11736252158653393,-0.05535658806894417
Base FinRL,2021,annualized_turnover,10,1.1128502770742588,0.18703201680910647,0.979064927561442,1.2466356265870755,0.9868001782260559,1.6156543441342726
Base FinRL,2021,total_cost,10,1123.8245160087586,186.98516942693863,990.0726767660229,1257.576355251494,999.000679476738,1623.8153210296632
Base FinRL,2022,period_return,10,-0.1924017614284675,0.12876609508640785,-0.2845090772262667,-0.10029444563066826,-0.34535746348929364,0.016805734227973934
Base FinRL,2022,sharpe,10,-0.5012199431899702,0.3861502803516562,-0.7774360216063536,-0.22500386477358686,-1.0003762032104828,0.18354867238704392
Base FinRL,2022,max_drawdown,10,-0.3176538282504867,0.1368540479711843,-0.41554651503445994,-0.2197611414665135,-0.5252349364442286,-0.14559961677565725
Base FinRL,2022,annualized_turnover,10,0.11733832123210261,0.13002062096195674,0.024333634034493887,0.21034300842971132,0.020693546068316984,0.45245224018432983
Base FinRL,2022,total_cost,10,129.70683392171858,147.08742074650652,24.494141842401902,234.91952600103525,13.577443948745728,501.4453400707245
QINN-MPS signal,2021,period_return,10,0.2645469731033619,0.07542241170055058,0.2105967784649944,0.31849716774172937,0.1735836939685671,0.4074072056939866
QINN-MPS signal,2021,sharpe,10,1.6777379203490241,0.5135264171507115,1.310408773314839,2.045067067383209,0.8328819143616687,2.841215447970846
QINN-MPS signal,2021,max_drawdown,10,-0.07150704999434017,0.021038207020580405,-0.08655583109284085,-0.056458268895839485,-0.12344223982071867,-0.048092581926062916
QINN-MPS signal,2021,annualized_turnover,10,1.140802946503118,0.14584026913891052,1.0364823509565997,1.2451235420496363,0.9848293288290368,1.3966920576179338
QINN-MPS signal,2021,total_cost,10,1157.507863681698,165.39883619139846,1039.1968841692214,1275.8188431941744,998.9639255676269,1467.7104541473389
QINN-MPS signal,2022,period_return,10,-0.19613462806156154,0.10878858236384892,-0.27395188503637236,-0.11831737108675072,-0.37836379904453477,-0.03059286373223369
QINN-MPS signal,2022,sharpe,10,-0.5722893319489272,0.29391833860273897,-0.7825312377416004,-0.36204742615625396,-0.9445825371269833,0.023689442132101595
QINN-MPS signal,2022,max_drawdown,10,-0.286790260950191,0.11280170930261471,-0.3674781365458236,-0.20610238535455838,-0.555421397622534,-0.15690102047995858
QINN-MPS signal,2022,annualized_turnover,10,0.15617375457614044,0.27686276414668437,-0.04186817589319533,0.3542156850454762,6.673133294550578e-05,0.9252202645119186
QINN-MPS signal,2022,total_cost,10,162.1707940512657,280.7299032836238,-38.63732891215082,362.9789170146822,0.03690436935424805,940.6488572549821
