condition,year,metric,n_seeds,mean,standard_deviation,ci95_lower,ci95_upper,minimum,maximum
Base FinRL,2019,total_cost,10,1090.26568503809,116.20337381407757,1007.1445743025299,1173.38679577365,1001.9428256988526,1310.68377576828
Base FinRL,2020,period_return,10,0.40100854312556483,0.16193765942717858,0.2851733682963015,0.5168437179548282,0.036532397186352705,0.5596320083286799
Base FinRL,2020,sharpe,10,1.107528271964687,0.33678373261144484,0.8666244409182619,1.3484321030111124,0.2733511158789463,1.4381608848514884
Base FinRL,2020,max_drawdown,10,-0.2226304963636856,0.050659941919000015,-0.25886791791087393,-0.18639307481649722,-0.3091731351035548,-0.13180686746449288
Base FinRL,2020,annualized_turnover,10,0.1574476519414073,0.2853106194085822,-0.04663709027817667,0.36153239416099126,0.0,0.9300771204642133
Base FinRL,2020,total_cost,10,193.34434909195897,352.36056610685074,-58.70170321176471,445.39040139568266,0.0,1149.7175795340538
Base FinRL,2021,period_return,10,0.23994266699034417,0.10951329915879031,0.16160701486927342,0.3182783191114149,0.12233495061268584,0.43271168624306
Base FinRL,2021,sharpe,10,1.1885429070282234,0.4878235509741983,0.8395992054037174,1.5374866086527295,0.6021785368761605,2.183455863377977
Base FinRL,2021,max_drawdown,10,-0.11659296050415997,0.021068201907831426,-0.13166319716167638,-0.10152272384664357,-0.13966798086261256,-0.0828862650188662
Base FinRL,2021,annualized_turnover,10,0.013990165786548502,0.028380379975927184,-0.006310524539970476,0.03429085611306748,0.0,0.07557040987738495
Base FinRL,2021,total_cost,10,24.277641827964786,48.726350398271556,-10.576667769574321,59.13195142550389,0.0,121.27563251018525
Base FinRL,2022,period_return,10,-0.2695764592027892,0.14182471016033396,-0.37102469647288194,-0.1681282219326965,-0.42025277507014924,-0.002013881292766029
Base FinRL,2022,sharpe,10,-0.676250911783427,0.3692526939413522,-0.9403800248641755,-0.4121217987026785,-1.0803447143778946,0.09042352352640175
Base FinRL,2022,max_drawdown,10,-0.3957808033528528,0.14212579710930387,-0.4974444102873961,-0.2941171964183095,-0.6091566739550711,-0.16295450576042658
Base FinRL,2022,annualized_turnover,10,0.011548019397812677,0.023330066112245324,-0.005140145025765796,0.028236183821391148,0.0,0.07246988793200111
Base FinRL,2022,total_cost,10,17.696974765872955,40.780350186194774,-11.473503615288827,46.86745314703474,0.0,131.4472204914093
Base FinRL,2023,period_return,10,0.45154495725370525,0.16774405791275177,0.3315564237425648,0.5715334907648457,0.1387790010532728,0.6272204143218401
Base FinRL,2023,sharpe,10,1.8515060148485176,0.42751937140137913,1.5456983274683944,2.157313702228641,1.0890721671981747,2.4042834064941765
Base FinRL,2023,max_drawdown,10,-0.1376131127612223,0.036977718026527426,-0.16406354095403042,-0.11116268456841416,-0.19324052486199073,-0.09355859576038739
Base FinRL,2023,annualized_turnover,10,0.0019305000104467055,0.004682767755332136,-0.0014191175123856462,0.005280117533279057,0.0,0.014618474732208018
Base FinRL,2023,total_cost,10,3.9273348794937135,9.694569921904412,-3.0072608517932524,10.861930610780679,0.0,30.394768493652343
QINN-MPS signal,2019,period_return,10,0.19418267199542188,0.0893689369198287,0.13025642735886184,0.25810891663198193,0.05408830880830173,0.3211598677043739
QINN-MPS signal,2019,sharpe,10,1.5534201108895056,0.7415850504367215,1.0229589799088235,2.0838812418701878,0.37546704019319843,2.571057964680581
QINN-MPS signal,2019,max_drawdown,10,-0.09697205943738357,0.05058019343994765,-0.13315243632278,-0.06079168255198713,-0.1959087444875257,-0.04163769396296335
QINN-MPS signal,2019,annualized_turnover,10,1.0759522076482058,0.22836925119160556,0.9125980364752967,1.2393063788211147,0.9760678821767308,1.7183887322807014
QINN-MPS signal,2019,total_cost,10,1101.3463610215426,241.08444405489044,928.8969207585629,1273.7958012845224,998.9865132484435,1777.9626472947598
QINN-MPS signal,2020,period_return,10,0.34945296964511696,0.15141199163174301,0.2411468808455755,0.4577590584446584,0.1824365691657266,0.5914736103932761
QINN-MPS signal,2020,sharpe,10,1.0110518777823,0.2735334349975349,0.8153914404469275,1.2067123151176729,0.6967581192409837,1.4626360997219598
QINN-MPS signal,2020,max_drawdown,10,-0.23494685580137342,0.033744398058132244,-0.2590844669191242,-0.21080924468362267,-0.2697541799220218,-0.1813277374874951
QINN-MPS signal,2020,annualized_turnover,10,0.1287559770680165,0.15210781061343828,0.019952163936288833,0.23755979019974416,0.0011425140859181468,0.49997730375909955
QINN-MPS signal,2020,total_cost,10,150.56274279761314,172.17909848455122,27.4017928033242,273.72369279190207,1.138162115097046,556.8333921051025
QINN-MPS signal,2021,period_return,10,0.24618468962838858,0.09445503904114531,0.17862031949028556,0.3137490597664916,0.08261056746683271,0.3812925349570715
QINN-MPS signal,2021,sharpe,10,1.3419862669634566,0.48308892836367506,0.996429275013405,1.6875432589135082,0.6836119101997481,2.1403843246268224
QINN-MPS signal,2021,max_drawdown,10,-0.1048577829629996,0.020347622516079474,-0.11941258398857463,-0.09030298193742456,-0.14312615994996591,-0.07815898312756375
