condition,seed,year,observations,period_return,annualized_volatility,sharpe,max_drawdown,positive_day_frequency,gross_traded_notional,total_cost,cumulative_turnover,annualized_turnover
QINN-MPS signal,1,2020,253,0.27023479359872105,0.3709065835932571,0.8269641518698162,-0.221948469886029,0.5612648221343873,669230.3229846954,669.2303229846955,0.48832372591586004,0.4863935926118448
QINN-MPS signal,2,2019,252,0.007793948350160118,0.22707394116637206,0.14797639462218307,-0.24963566418299465,0.5119047619047619,1046305.1572172642,1046.3051572172642,1.0227824274501567,1.0227824274501567
QINN-MPS signal,2,2020,253,0.5531220056350334,0.3945288006859975,1.3097806172989335,-0.2379436936502648,0.5454545454545454,65319.64779376984,65.31964779376983,0.048862467647058164,0.048669335363868214
QINN-MPS signal,3,2019,252,0.2972893351141275,0.10813593706673211,2.4621563324172535,-0.055486057973123004,0.5674603174603174,2071597.1397099495,2071.5971397099493,1.9728081614755144,1.9728081614755142
QINN-MPS signal,3,2020,253,0.3275901404724315,0.37269047066032174,0.9433679463174568,-0.24252700261806004,0.5731225296442688,123494.85619688034,123.49485619688035,0.09985055848344199,0.099455892244377
QINN-MPS signal,4,2019,252,-0.00328920266993471,0.20686364827629958,0.0877464123433737,-0.23332115706661372,0.5238095238095238,1150073.8588130474,1150.0738588130473,1.1305866736797818,1.1305866736797818
QINN-MPS signal,4,2020,253,0.48595019830821884,0.3754788164438775,1.239667206942813,-0.23241786968056344,0.549407114624506,1139341.136918068,1139.341136918068,1.0407850910382006,1.0366713159748084
QINN-MPS signal,5,2019,252,0.2700899426851908,0.11446679616215834,2.14688725248835,-0.0627525872388297,0.5912698412698413,1281934.5795490742,1281.9345795490742,1.2481657691393342,1.2481657691393342
QINN-MPS signal,5,2020,253,0.13810182677601412,0.35982309880837937,0.53783918163079,-0.2623955371126424,0.5849802371541502,483931.88299942017,483.93188299942017,0.38399249749000264,0.3824747405829276
QINN-MPS signal,6,2019,252,0.18202529053349603,0.14330627459625245,1.2390279423254515,-0.10152913872254143,0.5714285714285714,999105.2070121765,999.1052070121766,0.9822711434605838,0.9822711434605838
QINN-MPS signal,6,2020,253,0.23048519468244177,0.3134954024903382,0.8169170979647463,-0.31111303214748653,0.5573122529644269,31294.460965633392,31.29446096563339,0.03331626792851175,0.033184583075039374
QINN-MPS signal,7,2019,252,0.20120119734993525,0.11261041214710173,1.684826089579068,-0.06429505207799235,0.5634920634920635,1180957.2146861553,1180.9572146861556,1.143072461451413,1.143072461451413
QINN-MPS signal,7,2020,253,0.36743528222538413,0.3338079785792256,1.101380703642616,-0.2614367026057055,0.6007905138339921,131152.9269514084,131.15292695140838,0.11754697644550939,0.1170823638903888
QINN-MPS signal,8,2019,252,0.2500369736356354,0.10608765943107772,2.1574293324352474,-0.06242402803186875,0.5595238095238095,1182621.661222458,1182.621661222458,1.1407075980648365,1.1407075980648365
QINN-MPS signal,8,2020,253,0.23040824471475863,0.30594390896738105,0.8270860294916897,-0.1981023618708294,0.5810276679841897,46438.6678314209,46.4386678314209,0.0336990808497588,0.03356588290173603
QINN-MPS signal,9,2019,252,0.045453696884201866,0.12614978644023458,0.41542932642739633,-0.13359839912901528,0.5436507936507936,1635271.8300347328,1635.2718300347328,1.6007648879731238,1.6007648879731238
QINN-MPS signal,9,2020,253,0.533545883203481,0.32479872015341343,1.4749328928486134,-0.23124001441530584,0.5928853754940712,380697.2354044914,380.69723540449144,0.3610896598005692,0.35966242794364994
