condition,metric,n_seeds,mean,standard_deviation,ci95_lower,ci95_upper,minimum,maximum
ANN signal,total_return,10,0.4780810891531913,0.16940182994417197,0.35690673936086037,0.5992554389455222,0.1522351202016996,0.7251976546735062
ANN signal,annual_return,10,0.21390526749971386,0.07082914253986597,0.16324067139443513,0.2645698636049926,0.07342215376882333,0.3134677973492559
ANN signal,sharpe,10,0.8703265765716106,0.23840543428811484,0.6997934513017058,1.0408597018415153,0.39892940658851633,1.2714654966721923
ANN signal,sortino,10,1.0385364782875894,0.3188735875157948,0.8104439031016641,1.2666290534735147,0.44010243584812947,1.566923441743608
ANN signal,max_drawdown,10,-0.24750057279174226,0.035920934194898745,-0.2731950758938306,-0.22180606968965397,-0.32055102220222476,-0.19022804661379722
ANN signal,annualized_turnover,10,0.7541285215386866,0.22918407492516038,0.5901915010769511,0.9180655420004221,0.489968208662938,1.1173115896415322
ANN signal,total_cost,10,1598.706202558231,523.016857819128,1224.5884749188835,1972.8239301975786,1002.7007315251817,2463.270203744416
Base FinRL,total_return,10,0.5782324535657409,0.19558134944967398,0.43833170480239353,0.7181332023290883,0.24567264181693016,0.8922517289778775
Base FinRL,annual_return,10,0.25407412417783126,0.07839036670795155,0.1980009299334192,0.3101473184222433,0.1160970575254332,0.3755914106223104
Base FinRL,sharpe,10,0.9851578253125484,0.22510128954960024,0.8241412506534832,1.1461743999716134,0.5482809416572394,1.3621888140794898
Base FinRL,sortino,10,1.1606937410990095,0.2926393936419878,0.9513666738537727,1.3700208083442462,0.5925431625112747,1.604249614178433
Base FinRL,max_drawdown,10,-0.24174859182593042,0.043075615957634525,-0.27256089035476394,-0.2109362932970969,-0.3140281297016356,-0.18779622063682222
Base FinRL,annualized_turnover,10,0.6622675797371225,0.18097800186913024,0.5328127107405224,0.7917224487337226,0.49129423974988473,0.9985191059843107
Base FinRL,total_cost,10,1405.432028817749,423.4323599253426,1102.547810200423,1708.3162474350747,999.7111931269169,2185.2639170918474
QINN-MPS signal,total_return,10,0.5509325855640609,0.1109339959096016,0.4715806988185568,0.630284472309565,0.38085121948612044,0.722268530637552
QINN-MPS signal,annual_return,10,0.24464694258360814,0.044554260069884305,0.21277695926509332,0.27651692590212296,0.17509625966816889,0.3123522890739179
QINN-MPS signal,sharpe,10,0.9627771811936399,0.13884939200025895,0.8634572104457637,1.062097151941516,0.7986740241922643,1.126210981473573
QINN-MPS signal,sortino,10,1.1419134850488137,0.1680148677320917,1.0217312393222462,1.2620957307753813,0.8915603764565736,1.3266281564398013
QINN-MPS signal,max_drawdown,10,-0.24228320962556743,0.0318021290060277,-0.265031501692939,-0.21953491755819587,-0.31111303214748653,-0.1981023618708292
QINN-MPS signal,annualized_turnover,10,0.7577483394949235,0.21724501300136426,0.6023514160688761,0.9131452629209709,0.5077937056945477,1.0856858823589912
QINN-MPS signal,total_cost,10,1600.6866757201688,470.6497599304578,1264.0275105961268,1937.3458408442107,1030.3996679778102,2289.4149957311192
