annualized_mean_return_difference_mps_minus_ann,bootstrap_95pct_lower,bootstrap_95pct_upper,bootstrap_probability_mps_gt_ann,block_length_days,bootstrap_samples
-0.009157536331252407,-0.046253322638539346,0.026278972509174665,0.3105,20,2000
