condition,seed,year,observations,period_return,annualized_volatility,sharpe,max_drawdown,positive_day_frequency,gross_traded_notional,total_cost,cumulative_turnover,annualized_turnover
ANN signal,0,2019,252,0.17071235128191842,0.07142446872040457,2.2429851601002575,-0.03732002245096888,0.5833333333333334,985503.3967132568,985.5033967132568,0.9551650535727318,0.9551650535727318
ANN signal,0,2020,253,0.48652480196412107,0.3586531346728596,1.2805739374932386,-0.2199461313744253,0.5612648221343873,319678.55356407166,319.6785535640717,0.269635664786881,0.2685699111711226
ANN signal,0,2021,252,0.15546908134191595,0.1852827012441524,0.8724628223110541,-0.142010787225063,0.5277777777777778,113.1633710861206,0.11316337108612061,6.839210212449246e-05,6.839210212449246e-05
ANN signal,0,2022,251,-0.2422096127834713,0.29829407265889046,-0.7840430928527311,-0.2768695524089858,0.4940239043824701,1550.3332805633545,1.5503332805633545,0.0008653143454705221,0.0008687618129823569
ANN signal,0,2023,249,0.46126677329246335,0.1691772776063274,2.35479088738899,-0.08224588378048492,0.5622489959839357,0.0,0.0,0.0,0.0
ANN signal,1,2019,252,0.10935939876698075,0.1515011924056935,0.7609497128507793,-0.14132810544401353,0.5555555555555556,1075193.1996455193,1075.1931996455194,1.0672288442256272,1.0672288442256272
ANN signal,1,2020,253,0.20300479963898166,0.3534013349700002,0.6991961303218394,-0.29803294172959294,0.616600790513834,462755.0174880028,462.75501748800275,0.4561683969258461,0.4543653597838467
ANN signal,1,2021,252,0.35228850504599096,0.18715916008656994,1.706542788077011,-0.08272536241289086,0.5476190476190477,78075.22237205505,78.07522237205505,0.049670856051564335,0.049670856051564335
ANN signal,1,2022,251,-0.06479987288187672,0.26883345396371855,-0.1158433130972211,-0.213489590469501,0.5258964143426295,61642.42604351044,61.64242604351043,0.037094260021600094,0.03724204591810049
ANN signal,1,2023,249,0.34237905357719467,0.15843671963075678,1.9607008126695915,-0.08458644271310523,0.5461847389558233,2314.11843585968,2.3141184358596805,0.0012564160795957595,0.0012715536227234194
ANN signal,2,2019,252,0.1906615869266053,0.07750956182074378,2.2908466769323494,-0.057187810117565796,0.5793650793650794,1109073.1454818249,1109.0731454818247,1.0749115060701324,1.0749115060701324
ANN signal,2,2020,253,0.08597445854206653,0.3433877231446344,0.40975678953434236,-0.2516897557353842,0.5098814229249012,164588.32453918457,164.58832453918455,0.15180075668273416,0.15120075369189329
ANN signal,2,2021,252,0.10671430707924245,0.14045288202277786,0.7923022781099684,-0.1008636506266396,0.5198412698412699,22324.49491596222,22.32449491596222,0.016456402521293753,0.016456402521293753
ANN signal,2,2022,251,0.029822252074315436,0.18472986724166357,0.2516098834980705,-0.12207418209725762,0.49800796812749004,6152.503825187683,6.152503825187684,0.0044768120397836834,0.004494647944324654
ANN signal,2,2023,249,0.11795208716961314,0.14235665034842324,0.8636678179603929,-0.10180376857934348,0.5060240963855421,0.0,0.0,0.0,0.0
Base FinRL,0,2019,252,0.07271194561233929,0.0495329064531619,1.4419438562088496,-0.029178011975015905,0.5436507936507936,954952.3044528961,954.9523044528961,0.9337428795858191,0.9337428795858191
Base FinRL,0,2020,253,0.2025734546407536,0.2981982054415303,0.7656777018269356,-0.22653810547417663,0.5652173913043478,864825.0100307465,864.8250100307465,0.800254966245389,0.7970919031376997
Base FinRL,0,2021,252,0.10428918761691941,0.15059520736633691,0.7337588585809747,-0.09205344888284817,0.5119047619047619,39500.252128601074,39.500252128601076,0.02900939315609432,0.02900939315609432
Base FinRL,0,2022,251,-0.21280287965009714,0.2557430165606691,-0.8111861575606666,-0.27724447988093426,0.47410358565737054,45533.26158905029,45.5332615890503,0.04015170391035307,0.04031167085820308
Base FinRL,0,2023,249,0.24838514175487103,0.15286147011425938,1.545468785913077,-0.10816616243638921,0.5461847389558233,28356.53384590149,28.35653384590149,0.0235040487550127,0.02378723006531406
Base FinRL,1,2019,252,0.08206238870254778,0.15421412480573884,0.5885751251319753,-0.16051115768712487,0.5634920634920635,1061446.8303558826,1061.4468303558826,1.031397606065167,1.031397606065167
Base FinRL,1,2020,253,0.399850805307576,0.33862921741206303,1.1605311608929716,-0.2689817120926662,0.6047430830039525,38106.194402217865,38.10619440221787,0.038531068488454584,0.03837877177506148
Base FinRL,1,2021,252,0.24165162938756302,0.18745201545638102,1.2481356570516842,-0.08935548722691378,0.5634920634920635,2409.802791595459,2.409802791595459,0.0015448877809838013,0.0015448877809838013
Base FinRL,1,2022,251,-0.28213515041606085,0.33748397714447925,-0.8157488392007681,-0.41029154721557104,0.50199203187251,5592.417514801025,5.592417514801026,0.004336813774292484,0.0043540919168195465
Base FinRL,1,2023,249,0.403252622699398,0.1819339584996298,1.976200946601335,-0.10930583223626078,0.5381526104417671,2691.0569343566895,2.691056934356689,0.0017057510254565606,0.001726302242630736
Base FinRL,2,2019,252,0.08518457805871771,0.18232452653734452,0.5396966565223807,-0.17455335991435594,0.5357142857142857,1023315.0908968449,1023.3150908968448,1.0024759241484638,1.0024759241484638
Base FinRL,2,2020,253,0.46199115383430134,0.3457563946192152,1.2676184622125581,-0.19766568817596408,0.549407114624506,42826.11953878403,42.82611953878403,0.03497496035707068,0.034836719407042735
Base FinRL,2,2021,252,0.2049030917492518,0.21541170990432787,0.9717017375740375,-0.13435429898310547,0.5436507936507936,14178.761107444763,14.178761107444764,0.00869444060676066,0.00869444060676066
Base FinRL,2,2022,251,-0.33651150095761484,0.3667221362048059,-0.9353892919148784,-0.46596299277601827,0.47410358565737054,481.3392639160156,0.4813392639160156,0.0003085019400712516,0.00030973103146595776
Base FinRL,2,2023,249,0.5002441776041442,0.20672111223418527,2.0897143566368084,-0.13700206688615824,0.5662650602409639,1937.6920318603516,1.9376920318603514,0.0011761223828368314,0.0011902925320276367
Equal-weight buy-and-hold,-1,2019,252,0.43515128436501493,0.1614483195058726,2.319678517951577,-0.0776179228914583,0.5714285714285714,1000000.0,1000.0,1.0,1.0
Equal-weight buy-and-hold,-1,2020,253,0.36131990869053787,0.34786155409300296,1.0585749304446839,-0.2853940681275874,0.5928853754940712,0.0,0.0,0.0,0.0
Equal-weight buy-and-hold,-1,2021,252,0.3488369801665603,0.1504914189390221,2.0646398011356166,-0.05853221168385769,0.5714285714285714,0.0,0.0,0.0,0.0
Equal-weight buy-and-hold,-1,2022,251,-0.17473662092717235,0.27757456426708027,-0.5560587853242501,-0.2633906547858984,0.450199203187251,0.0,0.0,0.0,0.0
Equal-weight buy-and-hold,-1,2023,249,0.4633924146623678,0.15316494754626575,2.5939342770570244,-0.0639524448123091,0.5783132530120482,0.0,0.0,0.0,0.0
QINN-MPS signal,0,2019,252,0.17933695266008876,0.07688261897287602,2.1845094855379315,-0.046327315033304006,0.5753968253968254,1007754.2681627274,1007.7542681627274,0.9766458870734029,0.9766458870734029
QINN-MPS signal,0,2020,253,0.3002547362816588,0.34151983462376423,0.9361738863898242,-0.2079495935444302,0.5335968379446641,130252.37564897537,130.25237564897537,0.11375579847424569,0.11330617081229215
QINN-MPS signal,0,2021,252,0.14427660922958352,0.16399044055661277,0.903784309721231,-0.1261968302401394,0.5357142857142857,55318.46863269806,55.31846863269806,0.03425858697621224,0.03425858697621224
QINN-MPS signal,0,2022,251,-0.1370516871152604,0.25078865813668805,-0.464737769282517,-0.2090724229275266,0.46613545816733065,5252.351618766785,5.2523516187667845,0.0030584560277115316,0.003070641111487275
QINN-MPS signal,0,2023,249,0.3349023154890578,0.15162771507875514,2.004453755103963,-0.0671734102032654,0.5381526104417671,103.78240013122559,0.10378240013122558,5.554752664733126e-05,5.621677395633525e-05
