system,initial_equity,final_equity,total_return_pct,maximum_drawdown_pct,trade_count,cumulative_turnover_multiple,modeled_cost_pct_initial,invested_day_fraction,decision_days
selected_mps_trend,1000.0,964.5066001000001,-3.549339989999989,-3.9257588790116094,21,5.1134999,0.51134999,0.5,32
matched_ann_trend,1000.0,964.5066001,-3.54933999,-3.9257588790116205,21,5.1134999,0.5113499900000001,0.5,32
mps_only_rank,1000.0,929.0394501000003,-7.096054989999967,-8.405556897161881,39,9.860649899999997,0.9860649900000001,0.96875,32
trend_only,1000.0,1030.8567900000003,3.08567900000003,-1.6298041528681861,19,5.223210000000001,0.522321,0.5,32
fixed_initial_trend_basket,1000.0,1051.5812999999998,5.158129999999983,-1.6690980174833725,3,0.8787999999999999,0.08788,0.96875,32
cash,1000.0,1000.0,0.0,0.0,0,0.0,0.0,0.0,32
