bond_dimension,n_seeds,ppo_timesteps,mps_parameter_count,mps_fit_seconds,signal_inference_seconds,validation_mse,validation_mae,validation_directional_accuracy,validation_information_coefficient,test_mse,test_mae,test_directional_accuracy,test_information_coefficient,mps_annual_return_mean,mps_annual_return_std,mps_sharpe_mean,mps_sharpe_std,mps_max_drawdown_mean,mps_max_drawdown_std,mps_annualized_turnover_mean,mps_annualized_turnover_std,mps_total_cost_mean,mps_total_cost_std,mps_condition_elapsed_seconds_mean,mps_condition_elapsed_seconds_std,mps_minus_ann_sharpe_mean,mps_minus_ann_sharpe_positive_seeds,mps_minus_ann_annual_return_mean,within_validation_mse_1pct,selected_primary
2,3,20000,97,48.67921010032296,0.8530872999690473,1.280290334352489,0.7661218372461419,0.5077333333333334,0.033518060010194,1.4999197127305826,0.7963345227538433,0.5160828025477707,0.0482683320299348,0.1401578837944265,0.029411332165652095,0.6634535886615858,0.15841004024383745,-0.38717447184360004,0.1354010340274244,0.24447956531167017,0.04166546534146483,1258.3125343047757,208.03786604739165,91.57612009998411,12.419829296541144,-0.045113906063509734,1,-0.006559322615093237,True,True
4,3,20000,369,4.739175699651241,0.07210840005427599,1.2810438681275351,0.7669741006987882,0.5037333333333334,-0.0179795596816282,1.5034341247342389,0.796723640449746,0.5105626326963907,-0.0060199379829913,0.166105546558727,0.041787281146916426,0.6819360144502652,0.10521155069367698,-0.4454868405938066,0.07039105576270158,0.3130830864157415,0.11833611194238902,1771.5107186677471,898.1332818143505,82.02150130008037,0.6744344901132658,-0.02663148027483031,1,0.01938834014920725,True,False
8,3,20000,1441,9.30442039994523,0.07683119969442487,1.2753067463841223,0.764873660874961,0.5138666666666667,0.0720545891503458,1.5039282841324733,0.7970863964070021,0.5143312101910829,0.0289311831332026,0.15514737167283707,0.034329539251678344,0.6627048638578229,0.04717422226627438,-0.42614011703135385,0.09172559202198124,0.2585053007755978,0.05000128153517888,1420.065677496829,414.64597933114146,115.40825710011025,5.749018038061594,-0.045862630867272526,1,0.00843016526331733,True,False
