window,state_family,state,seed,observations,ann_mean_daily_return,mps_mean_daily_return,mps_minus_ann_mean_daily_return,mps_minus_ann_annualized_mean_return,ann_annualized_downside_deviation,mps_annualized_downside_deviation,mps_minus_ann_downside_deviation
2017-2018,benchmark_direction,nonnegative,3,296,0.004065047832614991,0.00382342265901037,-0.0002416251736046215,-0.06088954374836462,0.028821801520179935,0.032513599653045684,0.0036917981328657493
2017-2018,benchmark_direction,nonnegative,4,296,0.005766055752397745,0.004173081038584271,-0.0015929747138134739,-0.4014296278809954,0.023453373739660745,0.025010330695675025,0.0015569569560142799
2017-2018,benchmark_direction,nonnegative,5,296,0.004679168720072349,0.00787519620852995,0.003196027488457601,0.8053989270913154,0.042126645937413484,0.05565672339513029,0.013530077457716803
2017-2018,benchmark_direction,nonnegative,6,296,0.003709522881527093,0.0039698405729161985,0.0002603176913891065,0.06560005823005484,0.03585744215439839,0.03470323693505909,-0.001154205219339302
2017-2018,benchmark_direction,nonnegative,7,296,0.0047997564263017505,0.004612958275686123,-0.00018679815061562802,-0.04707313395513826,0.019856192048353923,0.016148307416839817,-0.0037078846315141065
2017-2018,benchmark_direction,nonnegative,8,296,0.005284753066101232,0.005895386012452025,0.0006106329463507927,0.15387950248039978,0.022294395359682743,0.03351840843294209,0.011224013073259348
2017-2018,benchmark_direction,nonnegative,9,296,0.007268641808361818,0.008007087822346106,0.0007384460139842887,0.18608839552404075,0.04317030862417651,0.05748177239272265,0.014311463768546147
2017-2018,benchmark_volatility,low,0,241,0.0011801052030504474,0.0011983950967874015,1.8289893736954314e-05,0.004609053221712487,0.05942451842830678,0.05686337718142753,-0.002561141246879249
2017-2018,benchmark_volatility,low,1,241,0.00043038133163700185,0.0006443189408246821,0.00021393760918768024,0.05391227751529542,0.04321191100742902,0.04076827789890412,-0.002443633108524898
2017-2018,benchmark_volatility,low,2,241,0.0011175904825758867,0.0011385462534497211,2.0955770873834555e-05,0.005280854260206308,0.04265864524457734,0.052066143650736724,0.009407498406159384
2017-2018,benchmark_volatility,low,3,241,0.0008572096752547648,0.0009255472159829573,6.833754072819253e-05,0.01722106026350452,0.04590865234281854,0.04757588426223043,0.001667231919411892
2017-2018,benchmark_volatility,low,4,241,0.0014255936714372244,0.0010092231273426708,-0.0004163705440945538,-0.10492537711182756,0.054562096216384776,0.055642438821105235,0.0010803426047204592
2017-2018,benchmark_volatility,low,5,241,0.0010095295809597826,0.0019156799394521714,0.000906150358492389,0.22834989034008202,0.06902782433268094,0.09118211450867024,0.0221542901759893
2017-2018,benchmark_volatility,low,6,241,0.0008248002851569843,0.0008876611930505815,6.286090789359748e-05,0.015840948789186564,0.0782317688666009,0.08079943716222834,0.0025676682956274482
2017-2018,benchmark_volatility,low,7,241,0.0009437489110624911,0.0009069848329349169,-3.676407812757399e-05,-0.009264547688148645,0.06479290579881981,0.05800816385562993,-0.006784741943189884
2017-2018,benchmark_volatility,low,8,241,0.0013300848424048673,0.0013430485346760395,1.2963692271172323e-05,0.0032668504523354256,0.056362597295721656,0.05938538310437925,0.0030227858086575923
2017-2018,benchmark_volatility,low,9,241,0.0017845835574955744,0.0019438311089560218,0.0001592475514604478,0.04013038296803285,0.08261272553362851,0.09669914300978313,0.01408641747615462
2017-2018,benchmark_volatility,high,0,241,-0.00011135226259171973,-0.00012653815467226996,-1.5185892080550205e-05,-0.003826844804298652,0.15351866004034995,0.15217636261042328,-0.00134229742992667
2017-2018,benchmark_volatility,high,1,241,-0.0002202125061035157,-8.045532123278611e-05,0.0001397571848707294,0.035218810587423814,0.12315240951740435,0.13939604646791667,0.016243636950512327
2017-2018,benchmark_volatility,high,2,241,-0.00024022095322090282,-0.0001821558281717327,5.806512504917018e-05,0.014632411512390885,0.13570409427162575,0.14558836020820448,0.009884265936578734
