date,account_value,gross_traded_notional,daily_turnover,transaction_cost,daily_return,condition,seed
2017-01-03,1000000.0,0.0,0.0,0.0,0.0,Base FinRL,0
2017-01-04,1000021.6337464922,13250.258100509644,0.013250258100509643,13.250258100509644,2.1633746492222272e-05,Base FinRL,0
2017-01-05,1000354.9581446628,12536.620964050293,0.012536349755837738,12.536620964050293,0.00033331718727103166,Base FinRL,0
2017-01-06,1000392.1775508557,12424.285823822021,0.01241987728722321,12.424285823822022,3.720619954927784e-05,Base FinRL,0
2017-01-09,999965.1376197834,11609.795345306396,0.011605244029125971,11.609795345306397,-0.00042687252125239716,Base FinRL,0
2017-01-10,999975.1449108239,11906.692304611206,0.011907107414717177,11.906692304611207,1.0007639930753598e-05,Base FinRL,0
2017-01-11,1000221.5644546645,12023.420713424683,0.012023719564046676,12.023420713424683,0.00024642566877264294,Base FinRL,0
2017-01-12,1000086.2506806958,12360.444882392883,0.012357706853812914,12.360444882392883,-0.0001352837998873646,Base FinRL,0
2017-01-13,1000619.0429639637,12874.769954681396,0.012873659592778475,12.874769954681398,0.0005327463335340621,Base FinRL,0
2017-01-17,1001188.614592868,12786.454820632935,0.012778544352661722,12.786454820632935,0.0005692192577277932,Base FinRL,0
2017-01-18,1001447.4522056113,12880.983715057373,0.012865691366551753,12.880983715057374,0.00025853031983236185,Base FinRL,0
2017-01-19,1001801.7672019635,12957.571396827698,0.01293884303993149,12.957571396827698,0.0003538028835878837,Base FinRL,0
2017-01-20,1002324.7310584051,12850.7073097229,0.012827594969826196,12.850707309722901,0.000522023291995577,Base FinRL,0
2017-01-23,1001522.6746868079,12622.646240234375,0.012593370041768288,12.622646240234376,-0.0008001961307991801,Base FinRL,0
2017-01-24,1002785.037862057,12918.802404403687,0.012899161178196592,12.918802404403687,0.0012604439291838965,Base FinRL,0
2017-01-25,1003074.1997056993,12494.009629249573,0.012459309979222333,12.494009629249573,0.00028835875359578544,Base FinRL,0
2017-01-26,1003361.903496736,12388.351068496704,0.012350383523104701,12.388351068496704,0.0002868220427971746,Base FinRL,0
2017-01-27,1003663.9355273757,12588.89144897461,0.012546710618673159,12.588891448974609,0.0003010200303470434,Base FinRL,0
2017-01-30,1003630.3911671576,12106.53787612915,0.012062342231882392,12.10653787612915,-3.3421904514718825e-05,Base FinRL,0
2017-01-31,1004106.0861886503,12770.543234825134,0.01272434887107575,12.770543234825135,0.00047397430934670304,Base FinRL,0
2017-02-01,1001793.529833752,13053.844827651978,0.013000463802785312,13.053844827651977,-0.002303099629319294,Base FinRL,0
2017-02-02,1006642.0104704641,12452.058676719666,0.01242976552143044,12.452058676719666,0.004839800310465936,Base FinRL,0
2017-02-03,1007047.8123832879,13206.75321483612,0.013119612610508688,13.206753214836121,0.000403124356626261,Base FinRL,0
2017-02-06,1006646.3402975812,12625.52427482605,0.012537164690270641,12.62552427482605,-0.00039866238799191045,Base FinRL,0
2017-02-07,1008203.6427254615,12541.676886558533,0.012458870990233777,12.541676886558532,0.0015470204038292579,Base FinRL,0
2017-02-08,1010327.6816534639,12593.453436851501,0.012490981884183449,12.593453436851501,0.0021067558556528976,Base FinRL,0
2017-02-09,1012501.2224966083,13108.777865409851,0.012974778483705924,13.108777865409852,0.0021513226675005104,Base FinRL,0
2017-02-10,1014123.1229404501,12325.462530136108,0.012173281627990723,12.32546253013611,0.001601875047461787,Base FinRL,0
2017-02-13,1014262.8384203733,11847.477840423584,0.011682484673134975,11.847477840423585,0.00013776974093437921,Base FinRL,0
2017-02-14,1014479.9550500197,11668.847038269043,0.011504756554466951,11.668847038269043,0.00021406347686414584,Base FinRL,0
2017-02-15,1016474.0807256197,11993.71202659607,0.01182252243318569,11.99371202659607,0.0019656629642343937,Base FinRL,0
2017-02-16,1017478.9354389766,12761.61965084076,0.012554791010244704,12.761619650840759,0.000988568948693258,Base FinRL,0
2017-02-17,1018056.8360350269,12922.676654815674,0.012700682249741486,12.922676654815675,0.000567973032091329,Base FinRL,0
2017-02-21,1020652.3214596828,13125.102382659912,0.012892308089376981,13.125102382659913,0.002549450416505561,Base FinRL,0
2017-02-22,1020889.6026404995,13078.868431091309,0.01281422493840665,13.078868431091308,0.00023247993055797167,Base FinRL,0
2017-02-23,1020572.5185233835,13460.20430469513,0.013184779500036757,13.46020430469513,-0.0003105958923431684,Base FinRL,0
2017-02-24,1023388.0861189303,13569.688732147217,0.013296153370639977,13.569688732147217,0.002758811886900858,Base FinRL,0
2017-02-27,1023592.9263748068,13910.188535690308,0.01359229086635446,13.910188535690308,0.00020015892177660533,Base FinRL,0
2017-02-28,1022324.631607963,13739.562452316284,0.013422877491911563,13.739562452316285,-0.0012390616759492268,Base FinRL,0
2017-03-01,1024722.4326809191,14270.383953094482,0.013958759783229828,14.270383953094482,0.002345439989237752,Base FinRL,0
2017-03-02,1021858.7034631849,13889.225211143494,0.013554134044675842,13.889225211143494,-0.0027946389445597797,Base FinRL,0
2017-03-03,1010437.8542111192,14265.163263320923,0.013960015425787155,14.265163263320924,-0.011176544480522854,Base FinRL,0
2017-03-06,1006915.9530387166,13657.745126008987,0.0135166601974468,13.657745126008988,-0.0034855198246233066,Base FinRL,0
2017-03-07,1007585.3469505615,13251.99269604683,0.013160972031532886,13.251992696046829,0.0006647962124592954,Base FinRL,0
2017-03-08,1004920.3239351471,12976.273928642273,0.012878585390224984,12.976273928642273,-0.0026449600755708014,Base FinRL,0
2017-03-09,1004143.0717206239,13022.210689544678,0.012958450913353277,13.022210689544679,-0.0007734466066718904,Base FinRL,0
2017-03-10,1005421.8252168854,12863.403705596924,0.012810329591335191,12.863403705596925,0.001273477388108013,Base FinRL,0
2017-03-13,1006158.8740373391,12764.849704742432,0.012696014135150539,12.764849704742431,0.0007330742201610008,Base FinRL,0
2017-03-14,1006452.3567256792,12858.39661693573,0.012779688127521845,12.85839661693573,0.0002916862295936351,Base FinRL,0
2017-03-15,1012745.9461882821,13133.178388357162,0.013048981703499322,13.133178388357162,0.006253241318921354,Base FinRL,0
2017-03-16,1011337.3621682015,13034.50101852417,0.012870454893038785,13.03450101852417,-0.0013908562412736636,Base FinRL,0
2017-03-17,1014170.5132818134,12960.771458864212,0.012815477746295928,12.960771458864212,0.002801390732305009,Base FinRL,0
2017-03-20,1014179.727469377,13127.263127565384,0.012943842239197144,13.127263127565385,9.085442184586512e-06,Base FinRL,0
2017-03-21,1010341.6348461366,13619.342095375061,0.01342892361826104,13.619342095375062,-0.0037844304311006605,Base FinRL,0
2017-03-22,1014415.2254342756,13703.700496196747,0.01356343243073781,13.703700496196747,0.004031894210476006,Base FinRL,0
2017-03-23,1011949.6613942022,13825.724491119385,0.013629255697735147,13.825724491119384,-0.002430527439114427,Base FinRL,0
