total_return,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,total_cost,trade_count,gross_traded_notional,cumulative_turnover,average_daily_turnover,annualized_turnover,condition,seed,state_features_per_asset,ppo_timesteps,condition_elapsed_seconds,train_approx_kl,train_clip_fraction,train_entropy_loss,train_explained_variance,train_learning_rate,train_loss,train_policy_gradient_loss,train_value_loss,vix_train_75pct_threshold,high_vix_mean_daily_return,high_vix_daily_volatility,low_vix_mean_daily_return,monthly_positive_frequency,monthly_outperformance_frequency
0.42621800647113073,0.19594085237589032,0.17521378710062055,1.1072452156280035,1.297831699555311,-0.22460144486409517,0.8723935524744857,1021.8654785420898,3212,1021865.4785420895,1.0038438938285663,0.0020076877876571324,0.5059373224895973,Base FinRL,0,10,20000,49.79290870000841,0.006660458631813526,0.03125,-21.370197296142578,0.9263800382614136,0.0003,0.0034792404621839523,-0.011810268469465276,0.06538872700184584,16.262500286102295,-0.0016731399506201752,0.018858267813864467,0.00144916308846298,0.7391304347826086,0.5217391304347826
0.17275024801057803,0.08362642948030152,0.2320823760036073,0.4616127258755561,0.5965423326271623,-0.3470831192817394,0.24094064169228308,1139.680967626811,3180,1139680.96762681,1.1060304127388367,0.0022120608254776733,0.5574393280203737,Base FinRL,1,10,20000,49.88078469998436,0.0036745299585163593,0.009765625,-21.25429614384969,0.7476926445960999,0.0003,0.018521733582019806,-0.00925644370727241,0.07962754958619674,16.262500286102295,-0.00338974470890967,0.023028874929330003,0.001485895782210641,0.6521739130434783,0.43478260869565216
0.054336135690863374,0.02702605645559486,0.11903906813184162,0.2831044085632591,0.33691937125462496,-0.15322015096769603,0.17638708932804056,1097.2726791536813,2314,1097272.6791536808,1.0685392086316927,0.0021370784172633855,0.5385437611503732,Base FinRL,2,10,20000,51.10477710000123,0.005127088166773319,0.017578125,-21.160826683044434,0.8335660696029663,0.0003,0.036309607326984406,-0.011746527083838979,0.10148478485643864,16.262500286102295,-0.0008537123326134463,0.01240693880490387,0.00040830208664256143,0.6956521739130435,0.391304347826087
0.0871039443274344,0.0429911420026039,0.11261157004734407,0.4294461699722054,0.49999283881555245,-0.1321595155936316,0.3252973636404243,1031.0475002918254,3833,1031047.5002918243,1.0111940751209598,0.0020223881502419196,0.5096418138609637,Base FinRL,3,10,20000,51.864197899994906,0.005015753675252199,0.016927083333333332,-21.212032477060955,0.9045767784118652,0.0003,-0.013634124770760536,-0.010749207266295949,0.034762103110551834,16.262500286102295,-0.0013743598362552275,0.012112818000142883,0.0006274252947380577,0.6521739130434783,0.391304347826087
0.22224921626049143,0.10644166823056533,0.14332647514376373,0.7762648441006327,0.8535336978452643,-0.21329857871032343,0.49902661740246124,1039.6769346609105,3471,1039676.9346609116,1.0145790860789539,0.002029158172157908,0.5113478593837928,Base FinRL,4,10,20000,52.36219839999103,0.003188714850693941,0.006510416666666667,-21.237620035807293,0.944258987903595,0.0003,-0.008933315053582191,-0.007850416625539461,0.041002100333571434,16.262500286102295,-0.0020850567056927057,0.015983692229039292,0.001144044064193935,0.6956521739130435,0.30434782608695654
0.24180191894479375,0.11532740274773845,0.1468485755837612,0.8154747600159856,0.9057688025346158,-0.2172547111913562,0.5308395942961117,1009.5836029477119,3335,1009583.602947712,0.9840925969777085,0.0019681851939554167,0.495982668876765,Base FinRL,5,10,20000,50.58280420000665,0.009206227958202362,0.040364583333333336,-21.279180367787678,0.9435340166091919,0.0003,-0.002269778400659561,-0.017176375879595678,0.08954790545006593,16.262500286102295,-0.0020909846752925703,0.016572484221933803,0.001188761052744348,0.6521739130434783,0.30434782608695654
0.11240149823665235,0.05515394938997642,0.1405933065664703,0.4513848461271706,0.5091041872956288,-0.19478928646176719,0.28314672943166164,1061.6775474596016,3215,1061677.5474596024,1.0246352739762479,0.0020492705479524956,0.5164161780840288,Base FinRL,6,10,20000,157.3272699000081,0.0033177509903907776,0.006510416666666667,-21.190982659657795,0.9153429269790649,0.0003,-0.0033653154969215393,-0.01006494800094515,0.05150620204706987,16.262500286102295,-0.0018214631045272525,0.016177238944061596,0.0008283350974724018,0.6956521739130435,0.34782608695652173
0.1446644113528297,0.07046828019447271,0.1396226460178793,0.556565327557745,0.6263460737226374,-0.18866127080234585,0.37351746807801367,1428.978413148879,2827,1428978.41314888,1.2762191822833229,0.0025524383645666457,0.6432144678707947,Base FinRL,7,10,20000,479.6182901999855,0.0030625183135271072,0.008463541666666666,-21.27849308649699,0.9362543225288391,0.0003,0.01495441421866417,-0.007892258930951357,0.07949833137293656,16.262500286102295,-0.0014333051111518587,0.016384851389819356,0.0007926617243130943,0.8260869565217391,0.30434782608695654
0.6201585722647678,0.27531360159027574,0.28620153341106697,0.99132674057781,1.2885849840446306,-0.3440852488275479,0.8001319513939994,1017.2348956096172,4214,1017234.8956096172,0.9989518035934914,0.001997903607186983,0.5034717090111197,Base FinRL,8,10,20000,477.8924637000018,0.009207302704453468,0.044921875,-21.26959212621053,0.8706840872764587,0.0003,0.007681144401431084,-0.012619004468433559,0.09306072785208623,16.262500286102295,-0.002692315831659643,0.028727749806478374,0.0021875593935219663,0.6521739130434783,0.6521739130434783
0.20943930165180813,0.10058192212276351,0.16847235464474564,0.6521523462822427,0.8240658232324264,-0.13469220058885822,0.7467538705510145,998.9997571978561,1519,998999.7571978569,0.9882431789506212,0.0019764863579012425,0.4980745621911131,Base FinRL,9,10,20000,422.56104809997487,0.008763004094362259,0.046875,-21.200754324595135,0.9517831206321716,0.0003,0.02724919468164444,-0.014554703297714392,0.08968407101929188,16.262500286102295,-0.0010743194348401012,0.016849713281444554,0.0008559493092017497,0.6086956521739131,0.43478260869565216
