annualized_mean_return_difference_mps_minus_ann,bootstrap_95pct_lower,bootstrap_95pct_upper,bootstrap_probability_mps_gt_ann,block_length_days,bootstrap_samples
0.023429385581565362,-0.008341074963139591,0.05979104280079912,0.9185,20,2000
