horizon_years,end_year,start_date,end_date,condition,seed,observations,trading_steps,total_return,annual_return,annual_volatility,sharpe,max_drawdown,gross_traded_notional,cumulative_turnover,annualized_turnover,total_cost
3,2021,2019-01-02,2021-12-31,QINN-MPS signal,2,757,756,0.9512954397900457,0.24960957188728394,0.20965455439943487,1.166573533357419,-0.18132773748749487,1100145.8866238594,1.0468538179072808,0.34895127263576026,1100.1458866238595
3,2021,2019-01-02,2021-12-31,QINN-MPS signal,3,757,756,1.1531142461561399,0.29128574932095574,0.23900585749874392,1.1888282244760644,-0.2337927298765694,1559184.6223640442,1.4849689857983193,0.49498966193277305,1559.1846223640441
3,2021,2019-01-02,2021-12-31,QINN-MPS signal,4,757,756,1.0505823934895773,0.27045437964326946,0.2619961387363032,1.0443178611820554,-0.2650341104843318,2084343.7419178486,1.942507474477699,0.6475024914925662,2084.3437419178485
3,2021,2019-01-02,2021-12-31,QINN-MPS signal,5,757,756,0.5254474272422556,0.15115131761308076,0.23097685048713032,0.7246789172690592,-0.26975417992202166,1042387.9902603626,1.0320446211061578,0.3440148737020526,1042.3879902603626
3,2021,2019-01-02,2021-12-31,QINN-MPS signal,6,757,756,1.2600540703923664,0.3123195836821626,0.21802982383303562,1.3543077733123885,-0.20122170726847577,1113621.4582958221,1.044552425932672,0.3481841419775573,1113.6214582958223
3,2021,2019-01-02,2021-12-31,QINN-MPS signal,7,757,756,1.6758565297582178,0.3883136960913667,0.281194366115416,1.3064523385811557,-0.25755001347502415,1192011.1393911839,1.1115628907763055,0.37052096359210185,1192.0111393911839
3,2021,2019-01-02,2021-12-31,QINN-MPS signal,8,757,756,0.5756753197467894,0.16364965261053532,0.20348145727085976,0.8457783237171772,-0.235566374159753,1037570.791903019,1.0297760849730546,0.34325869499101824,1037.570791903019
3,2021,2019-01-02,2021-12-31,QINN-MPS signal,9,757,756,1.219854643138159,0.30449227777103527,0.21452776656870604,1.3447303447918397,-0.18609203109523342,1450595.3862771988,1.334283105321017,0.44476103510700565,1450.5953862771987
4,2022,2019-01-02,2022-12-30,ANN signal,0,1008,1007,0.19628800873054675,0.0458713372404127,0.30807302318066004,0.3006935619542646,-0.5113084035078168,1186073.9358501434,1.1466029623209508,0.28693539871388246,1186.0739358501435
4,2022,2019-01-02,2022-12-30,ANN signal,1,1008,1007,0.6159498535354013,0.12760947023874225,0.22250071111611436,0.6508310825202096,-0.22794819619020656,1030094.1953775883,1.0232121623814456,0.2560570654618911,1030.0941953775882
4,2022,2019-01-02,2022-12-30,ANN signal,2,1008,1007,0.47713795491327304,0.10254754153576884,0.28135039835237746,0.4873595028230078,-0.43757044335514306,1773840.894801855,1.5334322734709165,0.38373876158358583,1773.840894801855
4,2022,2019-01-02,2022-12-30,ANN signal,3,1008,1007,0.8027608940231465,0.1589056279585368,0.23758429194399833,0.7395256716143506,-0.2497332972748939,1646053.774629593,1.4973829465835142,0.374717480177801,1646.0537746295927
4,2022,2019-01-02,2022-12-30,ANN signal,4,1008,1007,0.22941746182195533,0.05304544346676243,0.27887906384503847,0.32508151479840525,-0.47908835728221644,2067224.3467149734,1.931571100831627,0.4833723112309533,2067.2243467149738
4,2022,2019-01-02,2022-12-30,ANN signal,5,1008,1007,0.6206081723055865,0.12842204311168381,0.2265563079684919,0.6457993601249442,-0.22956372116551516,1080341.337915182,1.0720948159468682,0.2682898645666443,1080.341337915182
4,2022,2019-01-02,2022-12-30,ANN signal,6,1008,1007,1.1160646963409047,0.20632145473597552,0.2350548358937457,0.9150453894926756,-0.2707624864477486,1154051.3292694092,1.0784870518352734,0.26988951048906545,1154.0513292694093
4,2022,2019-01-02,2022-12-30,ANN signal,7,1008,1007,0.22192572007126898,0.05143592447555645,0.3144712524747081,0.31725972307127,-0.5071910245416494,2250324.56807971,2.0189634324148127,0.5052420903361795,2250.32456807971
4,2022,2019-01-02,2022-12-30,ANN signal,8,1008,1007,0.5983324015297877,0.12452040084827543,0.206146997887975,0.6719887648588758,-0.20702889181178952,1099081.004382372,1.0712703379092494,0.2680835403705371,1099.081004382372
4,2022,2019-01-02,2022-12-30,ANN signal,9,1008,1007,1.1411008975084647,0.20987741032587914,0.23959210347851953,0.9145445526715016,-0.2868106730168004,1280401.3926153183,1.1755292873602876,0.29417416128579194,1280.4013926153182
4,2022,2019-01-02,2022-12-30,Base FinRL,0,1008,1007,0.061440624816384126,0.015033451913467166,0.38324426729114663,0.2352680885808329,-0.6507046999809527,1526777.7886714935,1.4626451161139646,0.36602439847141915,1526.7777886714937
4,2022,2019-01-02,2022-12-30,Base FinRL,1,1008,1007,0.537400306030519,0.11363561844002068,0.30421483406350114,0.5060013014615984,-0.45540855723657336,1594302.6864452362,1.4567665592032328,0.36455329982047135,1594.302686445236
4,2022,2019-01-02,2022-12-30,Base FinRL,2,1008,1007,0.5932081495135624,0.12361711666197395,0.24662390753587535,0.596069513159126,-0.37381700823512565,1066898.9869761467,1.0410055502631321,0.26050982985730814,1066.8989869761467
4,2022,2019-01-02,2022-12-30,Base FinRL,3,1008,1007,0.766459205379705,0.1530210859311052,0.2203911520242935,0.7560822899202253,-0.24808849040485625,1044769.8571872711,1.0110373690509133,0.2530103445887092,1044.7698571872713
4,2022,2019-01-02,2022-12-30,Base FinRL,4,1008,1007,0.141817678299752,0.03374516138665262,0.322969841888257,0.26661816064579036,-0.5549096733515047,1022048.0329117775,0.9979515457462473,0.24973564004772028,1022.0480329117776
4,2022,2019-01-02,2022-12-30,Base FinRL,5,1008,1007,0.4663754878796882,0.10053173513303926,0.21734931766721832,0.5487853244271037,-0.1831058343405113,1013448.9527397156,1.007001396325059,0.25200034942791943,1013.4489527397157
4,2022,2019-01-02,2022-12-30,Base FinRL,6,1008,1007,0.5139596211252642,0.10936200795570672,0.2931592991836493,0.500672415510451,-0.3898492934033666,2631012.675241947,2.2931462233627853,0.573855857286417,2631.0126752419474
4,2022,2019-01-02,2022-12-30,Base FinRL,7,1008,1007,0.29315894650497243,0.06645048512665497,0.27739885163355926,0.3711653323409978,-0.4606410373528492,1247659.1487903595,1.1843332232223196,0.2963773309354762,1247.6591487903597
