split,model,parameter_count,mse,mae,directional_accuracy,information_coefficient
validation_2018,ANN,369,1.2862497235259,0.7672004907460377,0.5026666666666667,0.019030965355003385
validation_2018,QINN-MPS,97,1.280290334352489,0.7661218372461419,0.5077333333333334,0.033518060010194084
test_2019_2023,ANN,369,1.5101247632433117,0.7994253095003222,0.5025477707006369,0.011945895505735016
test_2019_2023,QINN-MPS,97,1.4999197127305826,0.7963345227538433,0.5160828025477707,0.0482683320299348
